timestamp,zone,flow_rate_lpm,consumption_liters,duration_min,scenario,hour,day_of_week,is_weekend,calculated_consumption,consumption_difference,zone_id,model_prediction,anomaly_score,ml_status,severity
2026-07-06 20:20:00,BT Department,13.26,359.79,27.13,Suspicious,20,0,0,359.7438,0.0462000000000557,2,-1,-0.04547144238093059,Anomaly,Suspicious
2026-07-23 07:10:00,Physics Lab,11.16,212.45,19.04,Suspicious,7,3,0,212.4864,0.0364000000000146,11,1,0.028348988932897723,Normal,Normal
2026-08-25 11:20:00,New Seminar Hall,5.73,40.02,6.99,Normal,11,1,0,40.0527,0.0326999999999984,10,1,0.1569478087961545,Normal,Normal
2026-07-23 10:10:00,Mechanical Lab,3.54,10.69,3.02,Normal,10,3,0,10.6908,0.0007999999999999,9,1,0.14990862830914536,Normal,Normal
2026-07-06 15:10:00,Physics Lab,13.48,219.52,16.28,Suspicious,15,0,0,219.4544,0.0655999999999892,11,-1,-0.006815368879938277,Anomaly,Suspicious
2026-07-22 17:00:00,Biotech Department,7.08,21.38,3.02,Normal,17,2,0,21.3816,0.0015999999999998,3,1,0.14542598379291227,Normal,Normal
2026-07-06 23:10:00,CSE Department,18.32,675.41,36.87,Critical,23,0,0,675.4584,0.0484000000000151,4,-1,-0.10511682223990193,Anomaly,Critical
2026-08-20 17:50:00,Chemistry Lab,5.86,49.12,8.39,Normal,17,3,0,49.165400000000005,0.0454000000000078,5,1,0.14809709701067292,Normal,Normal
2026-08-18 11:10:00,Physics Lab,2.75,23.14,8.42,Normal,11,1,0,23.155,0.0150000000000005,11,1,0.13278068912916458,Normal,Normal
2026-07-12 13:40:00,AIML Department,14.11,820.61,58.18,Critical,13,6,1,820.9198,0.3097999999999956,1,-1,-0.112642184117698,Anomaly,Critical
2026-08-17 17:40:00,AI Lab,7.06,14.14,2.0,Normal,17,0,0,14.12,0.0200000000000013,0,1,0.0951073371290202,Normal,Normal
2026-07-08 13:40:00,CSE Department,5.21,24.05,4.61,Normal,13,2,0,24.0181,0.0319000000000002,4,1,0.17312698418624822,Normal,Normal
2026-08-07 06:20:00,BT Department,17.92,1612.53,89.98,Critical,6,4,0,1612.4416000000003,0.0883999999996376,2,-1,-0.13234039009583765,Anomaly,Critical
2026-08-03 15:00:00,BT Department,13.36,285.98,21.41,Suspicious,15,0,0,286.0376,0.0575999999999794,2,-1,-0.026100763162630214,Anomaly,Suspicious
2026-07-04 17:10:00,BT Department,6.76,24.23,3.59,Normal,17,5,1,24.2684,0.0383999999999993,2,1,0.09967196952555796,Normal,Normal
2026-07-08 09:30:00,Electronics Department,4.29,26.31,6.13,Normal,9,2,0,26.2977,0.0122999999999997,6,1,0.1701737573521574,Normal,Normal
2026-07-20 21:10:00,BT Department,4.97,19.88,4.0,Normal,21,0,0,19.88,0.0,2,1,0.12094865725065435,Normal,Normal
2026-07-20 04:40:00,HOD Department,3.6,8.88,2.47,Normal,4,0,0,8.892000000000001,0.0120000000000004,7,1,0.10301216592509155,Normal,Normal
2026-08-07 13:50:00,CSE Department,2.94,25.52,8.67,Normal,13,4,0,25.4898,0.0302000000000006,4,1,0.13150064992398802,Normal,Normal
2026-07-21 16:10:00,BT Department,2.76,22.61,8.18,Normal,16,1,0,22.5768,0.0332000000000007,2,1,0.12906677507109449,Normal,Normal
2026-07-24 16:20:00,CSE Department,4.03,36.79,9.13,Normal,16,4,0,36.79390000000001,0.0039000000000086,4,1,0.1404428311270517,Normal,Normal
2026-08-06 04:50:00,Electronics Department,3.99,16.29,4.08,Normal,4,3,0,16.2792,0.0107999999999996,6,1,0.14635944444308707,Normal,Normal
2026-07-08 19:10:00,Mechanical Lab,6.65,20.56,3.09,Normal,19,2,0,20.5485,0.011499999999998,9,1,0.15196135999608856,Normal,Normal
2026-08-14 18:20:00,Physics Lab,5.95,33.56,5.64,Normal,18,4,0,33.558,0.0020000000000024,11,1,0.14009996344262265,Normal,Normal
2026-08-04 22:10:00,AI Lab,11.59,133.44,11.51,Suspicious,22,1,0,133.4009,0.0390999999999905,0,1,0.013393838839441119,Normal,Normal
2026-08-13 14:00:00,HOD Department,4.29,7.5,1.75,Normal,14,3,0,7.5075,0.0075000000000002,7,1,0.14884879214445984,Normal,Normal
2026-07-21 14:50:00,IT Department,5.55,5.61,1.01,Normal,14,1,0,5.6055,0.0045000000000001,8,1,0.1236926685778531,Normal,Normal
2026-07-29 05:50:00,Biotech Department,5.82,51.81,8.91,Normal,5,2,0,51.8562,0.0461999999999989,3,1,0.14570489517714763,Normal,Normal
2026-07-31 09:50:00,Chemistry Lab,16.01,252.89,15.8,Suspicious,9,4,0,252.95800000000003,0.0680000000000404,5,-1,-0.0035867499396544655,Anomaly,Suspicious
2026-08-18 22:30:00,Electronics Department,5.16,35.6,6.9,Normal,22,1,0,35.604000000000006,0.0040000000000048,6,1,0.13407453834204808,Normal,Normal
2026-07-10 12:20:00,CSE Department,4.1,34.59,8.43,Normal,12,4,0,34.562999999999995,0.0270000000000081,4,1,0.15246718798776093,Normal,Normal
2026-08-24 00:30:00,BT Department,4.46,5.75,1.29,Normal,0,0,0,5.7534,0.0034,2,1,0.057898753947670634,Normal,Normal
2026-07-16 23:20:00,IT Department,3.27,14.91,4.55,Normal,23,3,0,14.8785,0.0315000000000011,8,1,0.11473131825277216,Normal,Normal
2026-08-16 13:00:00,IT Department,3.37,27.98,8.3,Normal,13,6,1,27.971000000000004,0.0089999999999967,8,1,0.10078215526552509,Normal,Normal
2026-08-20 15:20:00,Electronics Department,3.28,19.17,5.84,Normal,15,3,0,19.1552,0.0148000000000045,6,1,0.157607480908385,Normal,Normal
2026-07-07 08:20:00,Physics Lab,12.51,363.94,29.08,Suspicious,8,1,0,363.7908,0.1492000000000075,11,-1,-0.0062745143384344,Anomaly,Suspicious
2026-08-09 03:50:00,IT Department,4.98,15.67,3.15,Normal,3,6,1,15.687,0.0170000000000012,8,1,0.09203907559895497,Normal,Normal
2026-07-18 10:50:00,HOD Department,2.65,4.82,1.82,Normal,10,5,1,4.823,0.0030000000000001,7,1,0.08378943985168658,Normal,Normal
2026-07-04 13:30:00,Mechanical Lab,5.41,10.05,1.86,Normal,13,5,1,10.062600000000002,0.0126000000000008,9,1,0.10768457511142615,Normal,Normal
2026-07-21 08:20:00,Electronics Department,9.38,201.68,21.51,Suspicious,8,1,0,201.76380000000003,0.0838000000000249,6,1,0.03524325967042152,Normal,Normal
2026-08-04 18:50:00,AI Lab,11.58,297.85,25.72,Suspicious,18,1,0,297.8376,0.0124000000000137,0,-1,-0.008439581465441215,Anomaly,Suspicious
2026-08-19 05:40:00,HOD Department,3.23,24.53,7.6,Normal,5,2,0,24.548,0.0179999999999971,7,1,0.14220596026383808,Normal,Normal
2026-08-13 16:00:00,Chemistry Lab,5.77,25.86,4.49,Normal,16,3,0,25.9073,0.0472999999999999,5,1,0.16269250841714172,Normal,Normal
2026-08-08 03:50:00,BT Department,3.52,23.88,6.78,Normal,3,5,1,23.8656,0.0143999999999984,2,1,0.09719574897435695,Normal,Normal
2026-07-11 18:20:00,IT Department,3.7,29.18,7.88,Normal,18,5,1,29.156,0.0239999999999973,8,1,0.1088844021782065,Normal,Normal
2026-07-28 12:30:00,Electronics Department,5.18,22.36,4.32,Normal,12,1,0,22.3776,0.0176000000000016,6,1,0.16250096862646224,Normal,Normal
2026-07-23 23:40:00,AIML Department,5.83,41.75,7.16,Normal,23,3,0,41.7428,0.0071999999999974,1,1,0.12185445603850836,Normal,Normal
2026-07-03 03:50:00,IT Department,10.2,256.83,25.17,Suspicious,3,4,0,256.734,0.0960000000000036,8,1,0.007384062047519402,Normal,Normal
2026-07-27 18:20:00,Biotech Department,5.54,5.83,1.05,Normal,18,0,0,5.817,0.0129999999999999,3,1,0.09472957125118514,Normal,Normal
2026-07-29 16:40:00,Electronics Department,12.08,284.36,23.55,Suspicious,16,2,0,284.48400000000004,0.1240000000000236,6,-1,-0.0006926869610799358,Anomaly,Suspicious
2026-08-24 18:30:00,Chemistry Lab,5.38,11.75,2.18,Normal,18,0,0,11.7284,0.0215999999999993,5,1,0.11432092161473917,Normal,Normal
2026-07-13 21:50:00,Electronics Department,3.4,10.07,2.96,Normal,21,0,0,10.064,0.0060000000000002,6,1,0.1008345913224239,Normal,Normal
2026-07-09 06:40:00,Chemistry Lab,5.36,13.23,2.47,Normal,6,3,0,13.239200000000002,0.0092000000000016,5,1,0.14755115172029393,Normal,Normal
2026-08-10 19:10:00,IT Department,5.59,36.44,6.51,Normal,19,0,0,36.3909,0.0491000000000028,8,1,0.12852684574650564,Normal,Normal
2026-07-16 06:10:00,HOD Department,4.49,44.12,9.83,Normal,6,3,0,44.136700000000005,0.0167000000000072,7,1,0.13826610720725374,Normal,Normal
2026-07-28 14:50:00,CSE Department,4.11,6.42,1.56,Normal,14,1,0,6.411600000000001,0.008399999999999,4,1,0.1309797165900084,Normal,Normal
2026-08-14 05:10:00,Biotech Department,5.17,19.18,3.71,Normal,5,4,0,19.1807,0.0006999999999983,3,1,0.1406933465630441,Normal,Normal
2026-07-24 04:20:00,CSE Department,3.87,21.41,5.53,Normal,4,4,0,21.401100000000003,0.008899999999997,4,1,0.1331657374130244,Normal,Normal
2026-07-06 01:40:00,AIML Department,8.23,180.12,21.87,Suspicious,1,0,0,179.9901,0.1298999999999921,1,-1,-0.0052116397420372,Anomaly,Suspicious
2026-07-21 01:20:00,CSE Department,2.63,25.81,9.83,Normal,1,1,0,25.8529,0.0428999999999994,4,1,0.09236511726121704,Normal,Normal
2026-07-08 07:00:00,HOD Department,2.72,7.23,2.66,Normal,7,2,0,7.235200000000001,0.0052000000000003,7,1,0.12534474808878054,Normal,Normal
2026-08-17 05:50:00,AI Lab,6.5,53.42,8.21,Normal,5,0,0,53.36500000000001,0.0549999999999926,0,1,0.10978264649362396,Normal,Normal
2026-08-05 22:50:00,New Seminar Hall,7.55,73.15,9.69,Normal,22,2,0,73.1595,0.0094999999999885,10,1,0.08711204250018056,Normal,Normal
2026-07-31 03:00:00,Physics Lab,6.34,34.05,5.37,Normal,3,4,0,34.0458,0.0041999999999973,11,1,0.12610459468293828,Normal,Normal
2026-07-16 10:10:00,CSE Department,3.23,27.47,8.51,Normal,10,3,0,27.4873,0.0172999999999987,4,1,0.149201662254918,Normal,Normal
2026-07-04 16:30:00,HOD Department,3.76,18.75,4.99,Normal,16,5,1,18.7624,0.0123999999999995,7,1,0.11302443916139887,Normal,Normal
2026-07-27 19:30:00,BT Department,4.98,18.89,3.79,Normal,19,0,0,18.8742,0.0157999999999987,2,1,0.13069535698439788,Normal,Normal
2026-07-31 23:40:00,Electronics Department,5.18,23.54,4.54,Normal,23,4,0,23.5172,0.0228000000000001,6,1,0.11672019907733766,Normal,Normal
2026-07-04 22:20:00,Physics Lab,4.0,12.81,3.2,Normal,22,5,1,12.8,0.0099999999999997,11,1,0.08035681770440378,Normal,Normal
2026-08-18 20:40:00,BT Department,9.95,136.33,13.71,Suspicious,20,1,0,136.4145,0.0844999999999913,2,1,0.03703140501636726,Normal,Normal
2026-07-10 16:10:00,BT Department,3.87,13.9,3.59,Normal,16,4,0,13.8933,0.0067000000000003,2,1,0.14353623326359743,Normal,Normal
2026-07-06 04:00:00,AI Lab,4.42,4.99,1.13,Normal,4,0,0,4.994599999999999,0.004599999999999,0,1,0.09100603323349743,Normal,Normal
2026-07-08 08:10:00,BT Department,2.66,24.44,9.2,Normal,8,2,0,24.472,0.0319999999999964,2,1,0.13251774004053596,Normal,Normal
2026-08-14 04:50:00,Chemistry Lab,4.83,5.59,1.16,Normal,4,4,0,5.602799999999999,0.0127999999999994,5,1,0.11748391955332038,Normal,Normal
2026-08-16 03:10:00,HOD Department,3.7,18.45,4.99,Normal,3,6,1,18.463,0.0130000000000016,7,1,0.09178893576210628,Normal,Normal
2026-07-20 13:40:00,CSE Department,3.51,28.84,8.21,Normal,13,0,0,28.8171,0.0228999999999999,4,1,0.12440914431492611,Normal,Normal
2026-07-08 19:00:00,BT Department,4.72,34.74,7.36,Normal,19,2,0,34.7392,0.0008000000000052,2,1,0.16287527263434426,Normal,Normal
2026-07-10 15:10:00,IT Department,4.58,32.74,7.14,Normal,15,4,0,32.7012,0.0388000000000019,8,1,0.15573632046610425,Normal,Normal
2026-07-22 01:40:00,Biotech Department,5.96,38.37,6.44,Normal,1,2,0,38.3824,0.0124000000000066,3,1,0.12888675646187264,Normal,Normal
2026-08-23 20:50:00,Mechanical Lab,4.48,31.85,7.11,Normal,20,6,1,31.85280000000001,0.0028000000000041,9,1,0.09627579967314953,Normal,Normal
2026-08-17 04:30:00,New Seminar Hall,7.17,22.52,3.14,Normal,4,0,0,22.5138,0.0061999999999997,10,1,0.10508797585919888,Normal,Normal
2026-08-01 00:50:00,Biotech Department,4.86,35.9,7.39,Normal,0,5,1,35.9154,0.0153999999999996,3,1,0.07378236779386937,Normal,Normal
2026-07-24 21:20:00,BT Department,5.3,21.3,4.02,Normal,21,4,0,21.306,0.0059999999999966,2,1,0.13271890134620634,Normal,Normal
2026-07-11 15:10:00,Chemistry Lab,6.26,20.63,3.29,Normal,15,5,1,20.5954,0.034600000000001,5,1,0.10877156671520855,Normal,Normal
2026-08-04 02:10:00,IT Department,4.51,33.98,7.53,Normal,2,1,0,33.9603,0.0197000000000002,8,1,0.13753996315594957,Normal,Normal
2026-07-14 18:20:00,CSE Department,5.14,16.11,3.13,Normal,18,1,0,16.088199999999997,0.0218000000000024,4,1,0.14989310449337762,Normal,Normal
2026-07-08 12:20:00,Biotech Department,3.32,29.04,8.75,Normal,12,2,0,29.05,0.009999999999998,3,1,0.1523811923115851,Normal,Normal
2026-08-08 10:00:00,New Seminar Hall,11.83,325.39,27.51,Suspicious,10,5,1,325.4433,0.0533000000000356,10,-1,-0.044641870427976627,Anomaly,Suspicious
2026-07-18 13:00:00,CSE Department,4.01,20.46,5.11,Normal,13,5,1,20.4911,0.0310999999999985,4,1,0.12312032839219189,Normal,Normal
2026-07-03 18:10:00,Chemistry Lab,6.6,17.65,2.67,Normal,18,4,0,17.622,0.0279999999999986,5,1,0.12959478948439512,Normal,Normal
2026-07-31 20:10:00,New Seminar Hall,7.8,22.61,2.9,Normal,20,4,0,22.62,0.009999999999998,10,1,0.10719106990741029,Normal,Normal
2026-07-31 13:20:00,IT Department,8.21,114.95,13.99,Suspicious,13,4,0,114.8579,0.0920999999999878,8,1,0.0668987467118407,Normal,Normal
2026-08-22 19:30:00,Physics Lab,5.25,16.24,3.09,Normal,19,5,1,16.2225,0.0174999999999982,11,1,0.11079995625432876,Normal,Normal
2026-07-08 16:50:00,AIML Department,4.87,17.61,3.62,Normal,16,2,0,17.6294,0.0194000000000009,1,1,0.1657909818946423,Normal,Normal
2026-07-07 10:30:00,IT Department,3.13,30.3,9.67,Normal,10,1,0,30.2671,0.0329000000000014,8,1,0.13004659691541465,Normal,Normal
2026-08-09 05:40:00,HOD Department,3.16,25.61,8.11,Normal,5,6,1,25.6276,0.0176000000000016,7,1,0.08897693112965177,Normal,Normal
2026-07-18 23:40:00,Electronics Department,4.94,39.01,7.9,Normal,23,5,1,39.026,0.0160000000000053,6,1,0.07008767372248081,Normal,Normal
2026-08-14 22:30:00,Biotech Department,3.72,18.26,4.91,Normal,22,4,0,18.2652,0.0051999999999985,3,1,0.12303051501734552,Normal,Normal
2026-08-17 04:00:00,Physics Lab,16.2,419.05,25.86,Suspicious,4,0,0,418.932,0.1180000000000518,11,-1,-0.04957657283840822,Anomaly,Suspicious
2026-07-14 04:20:00,IT Department,19.92,1471.04,73.84,Critical,4,1,0,1470.8928000000003,0.1471999999996569,8,-1,-0.12260698974701822,Anomaly,Critical
2026-08-07 20:20:00,New Seminar Hall,6.76,30.0,4.44,Normal,20,4,0,30.0144,0.0144000000000019,10,1,0.12023212045719384,Normal,Normal
2026-07-12 23:30:00,AIML Department,5.77,51.49,8.92,Normal,23,6,1,51.4684,0.0216000000000065,1,1,0.0449997258295336,Normal,Normal
2026-07-14 01:50:00,Chemistry Lab,6.97,9.4,1.35,Normal,1,1,0,9.4095,0.0094999999999991,5,1,0.0908921281303603,Normal,Normal
2026-08-19 17:10:00,Physics Lab,3.36,16.06,4.79,Normal,17,2,0,16.0944,0.0344000000000015,11,1,0.15067000332247443,Normal,Normal
2026-08-04 17:20:00,Chemistry Lab,4.57,33.14,7.26,Normal,17,1,0,33.178200000000004,0.0382000000000033,5,1,0.15466977824432798,Normal,Normal
2026-08-03 00:00:00,Chemistry Lab,27.05,2368.67,87.57,Critical,0,0,0,2368.7685,0.0984999999996034,5,-1,-0.2023225322076625,Anomaly,Critical
2026-08-06 10:30:00,Biotech Department,1.74,9.83,5.65,Normal,10,3,0,9.831,0.0010000000000012,3,1,0.1173811228196805,Normal,Normal
2026-07-04 12:10:00,Electronics Department,5.3,26.45,4.99,Normal,12,5,1,26.447,0.0030000000000001,6,1,0.12281504027893769,Normal,Normal
2026-08-02 14:30:00,Mechanical Lab,4.6,30.7,6.67,Normal,14,6,1,30.682,0.0180000000000006,9,1,0.11800101051624684,Normal,Normal
2026-08-15 12:30:00,AIML Department,3.42,31.5,9.22,Normal,12,5,1,31.532400000000003,0.0324000000000026,1,1,0.10678714036511344,Normal,Normal
2026-07-23 10:20:00,AIML Department,10.89,214.77,19.72,Suspicious,10,3,0,214.7508,0.019200000000012,1,1,0.026299023156069246,Normal,Normal
2026-08-07 09:30:00,CSE Department,5.3,19.23,3.63,Normal,9,4,0,19.239,0.0089999999999967,4,1,0.1518381157840265,Normal,Normal
2026-07-14 20:10:00,Physics Lab,5.08,31.36,6.18,Normal,20,1,0,31.3944,0.0343999999999979,11,1,0.14974959154631184,Normal,Normal
2026-08-12 20:40:00,HOD Department,3.28,31.21,9.5,Normal,20,2,0,31.16,0.0500000000000042,7,1,0.13109375428419767,Normal,Normal
2026-07-23 23:50:00,AI Lab,8.2,11.48,1.4,Normal,23,3,0,11.48,1.7763568394002505e-15,0,1,0.08507974111001831,Normal,Normal
2026-08-15 15:00:00,AIML Department,19.73,816.65,41.38,Critical,15,5,1,816.4274,0.222599999999943,1,-1,-0.11356602998913656,Anomaly,Critical
2026-08-15 14:50:00,CSE Department,3.04,30.14,9.91,Normal,14,5,1,30.1264,0.0136000000000002,4,1,0.09319302323334178,Normal,Normal
2026-08-16 21:00:00,New Seminar Hall,26.95,970.53,36.01,Critical,21,6,1,970.4695,0.0605000000000472,10,-1,-0.15270625403255678,Anomaly,Critical
2026-07-22 02:00:00,Electronics Department,5.23,47.67,9.11,Normal,2,2,0,47.6453,0.0247000000000028,6,1,0.13026100998889756,Normal,Normal
2026-08-19 02:00:00,HOD Department,7.83,206.88,26.43,Suspicious,2,2,0,206.9469,0.0669000000000039,7,1,0.011585955927120528,Normal,Normal
2026-07-12 02:20:00,BT Department,2.32,18.08,7.79,Normal,2,6,1,18.0728,0.0072000000000009,2,1,0.05740608105486,Normal,Normal
2026-07-16 08:40:00,New Seminar Hall,8.37,8.44,1.01,Normal,8,3,0,8.4537,0.0137,10,1,0.11829525201282237,Normal,Normal
2026-07-05 09:40:00,AIML Department,9.0,248.86,27.64,Suspicious,9,6,1,248.76,0.1000000000000227,1,-1,-0.03427012461340506,Anomaly,Suspicious
2026-07-18 00:50:00,Biotech Department,7.39,9.12,1.23,Normal,0,5,1,9.0897,0.0303000000000004,3,1,0.021495104936214426,Normal,Normal
2026-08-17 13:20:00,CSE Department,4.51,6.49,1.44,Normal,13,0,0,6.4944,0.0043999999999995,4,1,0.1094084811558193,Normal,Normal
2026-07-25 03:20:00,Mechanical Lab,7.83,66.75,8.52,Normal,3,5,1,66.7116,0.0383999999999957,9,1,0.049640135419331544,Normal,Normal
2026-07-19 10:50:00,Electronics Department,3.65,30.74,8.41,Normal,10,6,1,30.6965,0.043499999999998,6,1,0.10481950618353458,Normal,Normal
2026-07-26 17:20:00,Physics Lab,5.48,7.7,1.41,Normal,17,6,1,7.7268,0.0267999999999997,11,1,0.07719223498088729,Normal,Normal
2026-07-23 15:40:00,Mechanical Lab,7.75,10.49,1.35,Normal,15,3,0,10.4625,0.0274999999999998,9,1,0.12267710126814957,Normal,Normal
2026-07-25 21:00:00,HOD Department,4.01,37.25,9.3,Normal,21,5,1,37.293,0.0429999999999992,7,1,0.08838417335702631,Normal,Normal
2026-07-24 03:40:00,Biotech Department,5.72,53.73,9.4,Normal,3,4,0,53.768,0.0380000000000038,3,1,0.1190293450053837,Normal,Normal
2026-07-15 18:40:00,AI Lab,4.5,33.23,7.39,Normal,18,2,0,33.254999999999995,0.0249999999999985,0,1,0.16376161480258306,Normal,Normal
2026-08-18 15:10:00,Biotech Department,3.01,29.68,9.85,Normal,15,1,0,29.6485,0.0315000000000011,3,1,0.1249341044411269,Normal,Normal
2026-08-15 09:10:00,Chemistry Lab,5.02,6.21,1.24,Normal,9,5,1,6.224799999999999,0.0147999999999992,5,1,0.0969983010955694,Normal,Normal
2026-07-05 19:50:00,CSE Department,3.91,37.17,9.5,Normal,19,6,1,37.145,0.0249999999999985,4,1,0.08036855142794441,Normal,Normal
2026-07-02 21:00:00,AIML Department,3.3,8.87,2.69,Normal,21,3,0,8.876999999999999,0.0069999999999996,1,1,0.12437222559716193,Normal,Normal
2026-08-18 04:10:00,Biotech Department,6.29,21.39,3.4,Normal,4,1,0,21.386,0.0040000000000013,3,1,0.14093016228393296,Normal,Normal
2026-08-23 15:40:00,IT Department,13.37,1202.22,89.89,Critical,15,6,1,1201.8293,0.3907000000001517,8,-1,-0.13693632651070398,Anomaly,Critical
2026-07-01 11:50:00,AIML Department,4.9,43.53,8.89,Normal,11,2,0,43.56100000000001,0.0310000000000059,1,1,0.1612880329649558,Normal,Normal
2026-07-14 13:30:00,AIML Department,3.18,17.21,5.42,Normal,13,1,0,17.2356,0.0256000000000007,1,1,0.14625963199892505,Normal,Normal
2026-07-29 15:40:00,Electronics Department,5.66,15.52,2.74,Normal,15,2,0,15.508400000000002,0.0115999999999978,6,1,0.15997369036720926,Normal,Normal
2026-07-12 03:00:00,HOD Department,4.34,32.12,7.39,Normal,3,6,1,32.072599999999994,0.0474000000000032,7,1,0.0964290041549008,Normal,Normal
2026-08-10 01:50:00,Chemistry Lab,4.35,28.4,6.53,Normal,1,0,0,28.4055,0.0055000000000013,5,1,0.10573951958319944,Normal,Normal
2026-08-06 11:20:00,AI Lab,5.31,23.19,4.36,Normal,11,3,0,23.1516,0.0384000000000028,0,1,0.17160866193334595,Normal,Normal
2026-08-23 19:20:00,Physics Lab,6.42,20.93,3.26,Normal,19,6,1,20.9292,0.0008000000000016,11,1,0.08648341387630681,Normal,Normal
2026-08-10 21:20:00,New Seminar Hall,3.68,32.96,8.95,Normal,21,0,0,32.936,0.0240000000000009,10,1,0.10356609155981367,Normal,Normal
2026-08-04 16:10:00,New Seminar Hall,7.92,73.16,9.24,Normal,16,1,0,73.1808,0.0208000000000083,10,1,0.10429749786060011,Normal,Normal
2026-07-11 02:30:00,AIML Department,9.04,200.74,22.2,Suspicious,2,5,1,200.688,0.0520000000000209,1,-1,-0.02554533638888845,Anomaly,Suspicious
2026-07-01 18:50:00,HOD Department,1.99,19.88,10.0,Normal,18,2,0,19.9,0.0199999999999995,7,1,0.10921770180038076,Normal,Normal
2026-08-14 08:40:00,Electronics Department,11.58,183.99,15.89,Suspicious,8,4,0,184.0062,0.0161999999999977,6,1,0.028540602706631613,Normal,Normal
2026-07-08 14:00:00,Biotech Department,5.57,7.68,1.38,Normal,14,2,0,7.686599999999999,0.0065999999999997,3,1,0.14266795268680937,Normal,Normal
2026-08-16 18:40:00,AIML Department,9.13,205.23,22.48,Suspicious,18,6,1,205.24240000000003,0.0124000000000421,1,-1,-0.02689934389001758,Anomaly,Suspicious
2026-08-25 08:40:00,Physics Lab,13.65,282.19,20.67,Suspicious,8,1,0,282.1455,0.0444999999999708,11,1,0.008878007233867447,Normal,Normal
