timestamp,zone,flow_rate_lpm,consumption_liters,duration_min,scenario
2026-07-08 19:10:00,Mechanical Lab,6.65,20.56,3.09,Normal
2026-08-14 18:20:00,Physics Lab,5.95,33.56,5.64,Normal
2026-08-04 22:10:00,AI Lab,11.59,133.44,11.51,Suspicious
2026-08-13 14:00:00,HOD Department,4.29,7.5,1.75,Normal
2026-07-21 14:50:00,IT Department,5.55,5.61,1.01,Normal
2026-07-29 05:50:00,Biotech Department,5.82,51.81,8.91,Normal
2026-07-31 09:50:00,Chemistry Lab,16.01,252.89,15.8,Suspicious
2026-08-18 22:30:00,Electronics Department,5.16,35.6,6.9,Normal
2026-07-10 12:20:00,CSE Department,4.1,34.59,8.43,Normal
2026-08-24 00:30:00,BT Department,4.46,5.75,1.29,Normal
2026-07-16 23:20:00,IT Department,3.27,14.91,4.55,Normal
2026-08-16 13:00:00,IT Department,3.37,27.98,8.3,Normal
2026-08-20 15:20:00,Electronics Department,3.28,19.17,5.84,Normal
2026-07-07 08:20:00,Physics Lab,12.51,363.94,29.08,Suspicious
2026-08-09 03:50:00,IT Department,4.98,15.67,3.15,Normal
2026-07-18 10:50:00,HOD Department,2.65,4.82,1.82,Normal
2026-07-04 13:30:00,Mechanical Lab,5.41,10.05,1.86,Normal
2026-07-21 08:20:00,Electronics Department,9.38,201.68,21.51,Suspicious
2026-08-04 18:50:00,AI Lab,11.58,297.85,25.72,Suspicious
2026-08-19 05:40:00,HOD Department,3.23,24.53,7.6,Normal
2026-08-13 16:00:00,Chemistry Lab,5.77,25.86,4.49,Normal
2026-08-08 03:50:00,BT Department,3.52,23.88,6.78,Normal
2026-07-11 18:20:00,IT Department,3.7,29.18,7.88,Normal
2026-07-28 12:30:00,Electronics Department,5.18,22.36,4.32,Normal
2026-07-23 23:40:00,AIML Department,5.83,41.75,7.16,Normal
2026-07-03 03:50:00,IT Department,10.2,256.83,25.17,Suspicious
2026-07-27 18:20:00,Biotech Department,5.54,5.83,1.05,Normal
2026-07-29 16:40:00,Electronics Department,12.08,284.36,23.55,Suspicious
2026-08-24 18:30:00,Chemistry Lab,5.38,11.75,2.18,Normal
2026-07-13 21:50:00,Electronics Department,3.4,10.07,2.96,Normal
2026-07-09 06:40:00,Chemistry Lab,5.36,13.23,2.47,Normal
2026-08-10 19:10:00,IT Department,5.59,36.44,6.51,Normal
2026-07-16 06:10:00,HOD Department,4.49,44.12,9.83,Normal
2026-07-28 14:50:00,CSE Department,4.11,6.42,1.56,Normal
2026-08-14 05:10:00,Biotech Department,5.17,19.18,3.71,Normal
2026-07-24 04:20:00,CSE Department,3.87,21.41,5.53,Normal
2026-07-06 01:40:00,AIML Department,8.23,180.12,21.87,Suspicious
2026-07-21 01:20:00,CSE Department,2.63,25.81,9.83,Normal
2026-07-08 07:00:00,HOD Department,2.72,7.23,2.66,Normal
2026-08-17 05:50:00,AI Lab,6.5,53.42,8.21,Normal
2026-08-05 22:50:00,New Seminar Hall,7.55,73.15,9.69,Normal
2026-07-31 03:00:00,Physics Lab,6.34,34.05,5.37,Normal
2026-07-16 10:10:00,CSE Department,3.23,27.47,8.51,Normal
2026-07-04 16:30:00,HOD Department,3.76,18.75,4.99,Normal
2026-07-27 19:30:00,BT Department,4.98,18.89,3.79,Normal
2026-07-31 23:40:00,Electronics Department,5.18,23.54,4.54,Normal
2026-07-04 22:20:00,Physics Lab,4.0,12.81,3.2,Normal
2026-08-18 20:40:00,BT Department,9.95,136.33,13.71,Suspicious
2026-07-10 16:10:00,BT Department,3.87,13.9,3.59,Normal
2026-07-06 04:00:00,AI Lab,4.42,4.99,1.13,Normal
2026-07-08 08:10:00,BT Department,2.66,24.44,9.2,Normal
2026-08-14 04:50:00,Chemistry Lab,4.83,5.59,1.16,Normal
2026-08-16 03:10:00,HOD Department,3.7,18.45,4.99,Normal
2026-07-20 13:40:00,CSE Department,3.51,28.84,8.21,Normal
2026-07-08 19:00:00,BT Department,4.72,34.74,7.36,Normal
2026-07-10 15:10:00,IT Department,4.58,32.74,7.14,Normal
2026-07-22 01:40:00,Biotech Department,5.96,38.37,6.44,Normal
2026-08-23 20:50:00,Mechanical Lab,4.48,31.85,7.11,Normal
2026-08-17 04:30:00,New Seminar Hall,7.17,22.52,3.14,Normal
2026-08-01 00:50:00,Biotech Department,4.86,35.9,7.39,Normal
2026-07-24 21:20:00,BT Department,5.3,21.3,4.02,Normal
2026-07-11 15:10:00,Chemistry Lab,6.26,20.63,3.29,Normal
2026-08-04 02:10:00,IT Department,4.51,33.98,7.53,Normal
2026-07-14 18:20:00,CSE Department,5.14,16.11,3.13,Normal
2026-07-08 12:20:00,Biotech Department,3.32,29.04,8.75,Normal
2026-08-08 10:00:00,New Seminar Hall,11.83,325.39,27.51,Suspicious
2026-07-18 13:00:00,CSE Department,4.01,20.46,5.11,Normal
2026-07-03 18:10:00,Chemistry Lab,6.6,17.65,2.67,Normal
2026-07-31 20:10:00,New Seminar Hall,7.8,22.61,2.9,Normal
2026-07-31 13:20:00,IT Department,8.21,114.95,13.99,Suspicious
2026-08-22 19:30:00,Physics Lab,5.25,16.24,3.09,Normal
2026-07-08 16:50:00,AIML Department,4.87,17.61,3.62,Normal
2026-07-07 10:30:00,IT Department,3.13,30.3,9.67,Normal
2026-08-09 05:40:00,HOD Department,3.16,25.61,8.11,Normal
2026-07-18 23:40:00,Electronics Department,4.94,39.01,7.9,Normal
2026-08-14 22:30:00,Biotech Department,3.72,18.26,4.91,Normal
2026-08-17 04:00:00,Physics Lab,16.2,419.05,25.86,Suspicious
2026-07-14 04:20:00,IT Department,19.92,1471.04,73.84,Critical
2026-08-07 20:20:00,New Seminar Hall,6.76,30.0,4.44,Normal
2026-07-12 23:30:00,AIML Department,5.77,51.49,8.92,Normal
2026-07-14 01:50:00,Chemistry Lab,6.97,9.4,1.35,Normal
2026-08-19 17:10:00,Physics Lab,3.36,16.06,4.79,Normal
2026-08-04 17:20:00,Chemistry Lab,4.57,33.14,7.26,Normal
2026-08-03 00:00:00,Chemistry Lab,27.05,2368.67,87.57,Critical
2026-08-06 10:30:00,Biotech Department,1.74,9.83,5.65,Normal
2026-07-04 12:10:00,Electronics Department,5.3,26.45,4.99,Normal
2026-08-02 14:30:00,Mechanical Lab,4.6,30.7,6.67,Normal
2026-08-15 12:30:00,AIML Department,3.42,31.5,9.22,Normal
2026-07-23 10:20:00,AIML Department,10.89,214.77,19.72,Suspicious
2026-08-07 09:30:00,CSE Department,5.3,19.23,3.63,Normal
2026-07-14 20:10:00,Physics Lab,5.08,31.36,6.18,Normal
2026-08-12 20:40:00,HOD Department,3.28,31.21,9.5,Normal
2026-07-23 23:50:00,AI Lab,8.2,11.48,1.4,Normal
2026-08-15 15:00:00,AIML Department,19.73,816.65,41.38,Critical
2026-08-15 14:50:00,CSE Department,3.04,30.14,9.91,Normal
2026-08-16 21:00:00,New Seminar Hall,26.95,970.53,36.01,Critical
2026-07-22 02:00:00,Electronics Department,5.23,47.67,9.11,Normal
2026-08-19 02:00:00,HOD Department,7.83,206.88,26.43,Suspicious
2026-07-12 02:20:00,BT Department,2.32,18.08,7.79,Normal
2026-07-16 08:40:00,New Seminar Hall,8.37,8.44,1.01,Normal
2026-07-05 09:40:00,AIML Department,9.0,248.86,27.64,Suspicious
2026-07-18 00:50:00,Biotech Department,7.39,9.12,1.23,Normal
2026-08-17 13:20:00,CSE Department,4.51,6.49,1.44,Normal
2026-07-25 03:20:00,Mechanical Lab,7.83,66.75,8.52,Normal
2026-07-19 10:50:00,Electronics Department,3.65,30.74,8.41,Normal
2026-07-26 17:20:00,Physics Lab,5.48,7.7,1.41,Normal
2026-07-23 15:40:00,Mechanical Lab,7.75,10.49,1.35,Normal
2026-07-25 21:00:00,HOD Department,4.01,37.25,9.3,Normal
2026-07-24 03:40:00,Biotech Department,5.72,53.73,9.4,Normal
2026-07-15 18:40:00,AI Lab,4.5,33.23,7.39,Normal
2026-08-18 15:10:00,Biotech Department,3.01,29.68,9.85,Normal
2026-08-15 09:10:00,Chemistry Lab,5.02,6.21,1.24,Normal
2026-07-05 19:50:00,CSE Department,3.91,37.17,9.5,Normal
2026-07-02 21:00:00,AIML Department,3.3,8.87,2.69,Normal
2026-08-18 04:10:00,Biotech Department,6.29,21.39,3.4,Normal
2026-08-23 15:40:00,IT Department,13.37,1202.22,89.89,Critical
2026-07-01 11:50:00,AIML Department,4.9,43.53,8.89,Normal
2026-07-14 13:30:00,AIML Department,3.18,17.21,5.42,Normal
2026-07-29 15:40:00,Electronics Department,5.66,15.52,2.74,Normal
2026-07-12 03:00:00,HOD Department,4.34,32.12,7.39,Normal
2026-08-10 01:50:00,Chemistry Lab,4.35,28.4,6.53,Normal
2026-08-06 11:20:00,AI Lab,5.31,23.19,4.36,Normal
2026-08-23 19:20:00,Physics Lab,6.42,20.93,3.26,Normal
2026-08-10 21:20:00,New Seminar Hall,3.68,32.96,8.95,Normal
2026-08-04 16:10:00,New Seminar Hall,7.92,73.16,9.24,Normal
2026-07-11 02:30:00,AIML Department,9.04,200.74,22.2,Suspicious
2026-07-01 18:50:00,HOD Department,1.99,19.88,10.0,Normal
2026-08-14 08:40:00,Electronics Department,11.58,183.99,15.89,Suspicious
2026-07-08 14:00:00,Biotech Department,5.57,7.68,1.38,Normal
2026-08-16 18:40:00,AIML Department,9.13,205.23,22.48,Suspicious
2026-08-25 08:40:00,Physics Lab,13.65,282.19,20.67,Suspicious
2026-08-03 06:30:00,Physics Lab,4.17,18.26,4.38,Normal
2026-07-15 10:30:00,CSE Department,6.11,36.46,5.96,Normal
2026-08-10 18:40:00,Physics Lab,4.73,21.63,4.57,Normal
2026-08-06 18:00:00,Mechanical Lab,6.17,38.56,6.25,Normal
2026-08-05 07:20:00,CSE Department,5.72,19.5,3.41,Normal
2026-07-05 04:20:00,AIML Department,2.98,14.59,4.9,Normal
2026-08-21 02:30:00,Mechanical Lab,5.27,49.93,9.47,Normal
2026-07-31 20:20:00,BT Department,4.39,25.57,5.83,Normal
2026-08-07 19:00:00,Mechanical Lab,13.28,309.78,23.33,Suspicious
2026-07-25 21:10:00,Electronics Department,5.96,14.67,2.46,Normal
2026-07-13 03:10:00,AIML Department,4.74,33.23,7.01,Normal
2026-08-17 01:00:00,Chemistry Lab,4.62,44.89,9.72,Normal
2026-07-08 15:50:00,BT Department,4.94,12.16,2.46,Normal
2026-07-11 02:20:00,Physics Lab,5.27,44.16,8.38,Normal
2026-07-27 11:50:00,Biotech Department,6.93,21.58,3.11,Normal
2026-07-05 12:10:00,Electronics Department,4.71,6.9,1.46,Normal
2026-07-10 22:30:00,Biotech Department,4.69,20.97,4.47,Normal
2026-07-24 11:20:00,AI Lab,12.78,129.03,10.09,Suspicious
2026-07-16 01:00:00,CSE Department,3.69,6.88,1.86,Normal
2026-07-31 07:50:00,AIML Department,2.92,28.16,9.65,Normal
2026-07-14 14:40:00,AI Lab,5.08,11.97,2.36,Normal
2026-07-26 22:00:00,CSE Department,5.33,33.51,6.29,Normal
2026-08-22 23:40:00,BT Department,3.55,18.32,5.16,Normal
2026-08-03 18:10:00,Biotech Department,5.3,34.37,6.49,Normal
2026-07-13 10:00:00,Chemistry Lab,6.17,44.99,7.29,Normal
2026-08-05 07:50:00,IT Department,5.7,44.63,7.83,Normal
2026-07-07 18:30:00,CSE Department,3.53,19.37,5.49,Normal
2026-08-06 00:20:00,Biotech Department,5.9,17.22,2.92,Normal
2026-07-26 04:20:00,AI Lab,5.83,52.12,8.94,Normal
2026-08-01 04:20:00,BT Department,4.25,11.43,2.69,Normal
2026-08-22 05:20:00,IT Department,1.96,16.35,8.36,Normal
2026-08-19 20:00:00,Physics Lab,10.99,260.97,23.75,Suspicious
2026-07-02 23:50:00,Chemistry Lab,5.51,6.21,1.13,Normal
2026-07-21 22:20:00,CSE Department,17.01,905.34,53.23,Critical
2026-07-25 22:20:00,New Seminar Hall,3.77,16.49,4.37,Normal
2026-08-13 10:20:00,New Seminar Hall,5.11,10.9,2.14,Normal
2026-07-23 15:00:00,BT Department,4.31,34.65,8.03,Normal
2026-07-02 00:50:00,New Seminar Hall,7.79,35.63,4.57,Normal
2026-07-03 13:00:00,IT Department,4.17,20.37,4.89,Normal
2026-08-02 03:30:00,AI Lab,6.38,36.64,5.74,Normal
2026-07-23 11:10:00,AIML Department,2.73,18.84,6.91,Normal
2026-07-05 00:50:00,HOD Department,4.35,21.58,4.96,Normal
2026-07-06 10:50:00,Electronics Department,4.02,36.17,9.0,Normal
2026-07-09 23:20:00,New Seminar Hall,23.27,1099.8,47.27,Critical
2026-07-09 06:20:00,CSE Department,3.39,4.84,1.43,Normal
2026-07-31 12:30:00,BT Department,4.65,14.08,3.03,Normal
2026-08-20 22:30:00,Chemistry Lab,6.46,48.16,7.46,Normal
2026-08-15 15:40:00,Mechanical Lab,5.46,13.77,2.52,Normal
2026-07-10 13:20:00,Chemistry Lab,6.64,49.4,7.44,Normal
2026-08-19 14:50:00,Chemistry Lab,3.9,8.12,2.08,Normal
2026-08-16 06:10:00,AI Lab,5.96,13.19,2.21,Normal
2026-07-14 17:20:00,HOD Department,9.6,143.03,14.9,Suspicious
2026-08-05 02:00:00,IT Department,6.21,27.22,4.38,Normal
2026-07-04 18:40:00,AI Lab,3.91,32.2,8.23,Normal
2026-08-22 17:20:00,Physics Lab,4.89,37.94,7.76,Normal
2026-07-20 13:50:00,HOD Department,2.94,19.9,6.77,Normal
2026-07-04 14:40:00,New Seminar Hall,6.57,52.42,7.98,Normal
2026-08-05 09:40:00,IT Department,7.88,139.39,17.7,Suspicious
2026-07-29 15:20:00,Chemistry Lab,4.79,39.16,8.18,Normal
2026-07-28 12:40:00,Chemistry Lab,6.23,43.15,6.93,Normal
2026-07-05 02:40:00,IT Department,2.95,28.64,9.72,Normal
2026-07-30 08:00:00,Biotech Department,4.67,17.25,3.69,Normal
2026-07-09 23:00:00,Biotech Department,5.16,45.48,8.82,Normal
2026-08-21 05:40:00,Chemistry Lab,5.24,27.06,5.17,Normal
2026-08-08 19:00:00,BT Department,3.64,13.41,3.68,Normal
2026-07-03 15:40:00,New Seminar Hall,5.46,5.47,1.0,Normal
2026-08-19 20:40:00,IT Department,4.11,39.81,9.7,Normal
2026-07-10 11:10:00,CSE Department,2.35,9.98,4.25,Normal
2026-07-14 15:50:00,CSE Department,3.51,21.53,6.13,Normal
2026-07-16 12:00:00,Chemistry Lab,5.62,24.74,4.4,Normal
2026-07-28 03:30:00,AIML Department,2.93,15.51,5.29,Normal
2026-08-21 18:50:00,Physics Lab,5.38,45.67,8.49,Normal
2026-08-02 14:10:00,Biotech Department,4.02,22.66,5.64,Normal
2026-07-02 06:00:00,IT Department,4.33,20.6,4.76,Normal
2026-07-28 20:00:00,IT Department,16.04,600.75,37.44,Critical
2026-08-14 10:30:00,HOD Department,2.49,10.87,4.37,Normal
2026-07-16 22:10:00,CSE Department,6.1,35.28,5.78,Normal
2026-07-05 02:00:00,IT Department,5.09,43.91,8.62,Normal
2026-08-13 00:20:00,AI Lab,17.52,1368.86,78.15,Critical
2026-07-15 10:10:00,HOD Department,5.12,42.73,8.34,Normal
2026-07-01 14:10:00,Mechanical Lab,12.28,140.35,11.43,Suspicious
2026-08-23 08:40:00,Physics Lab,5.18,45.03,8.69,Normal
2026-08-22 22:10:00,Physics Lab,11.42,128.54,11.25,Suspicious
2026-07-15 08:20:00,CSE Department,3.62,22.68,6.27,Normal
2026-07-15 23:50:00,AI Lab,5.2,21.91,4.21,Normal
2026-07-18 00:20:00,IT Department,4.58,13.09,2.86,Normal
2026-07-06 12:40:00,Chemistry Lab,7.27,43.19,5.94,Normal
2026-08-22 21:10:00,HOD Department,3.32,17.74,5.34,Normal
2026-07-18 09:20:00,BT Department,12.37,359.25,29.05,Suspicious
2026-08-22 12:00:00,Biotech Department,17.72,977.28,55.15,Critical
2026-07-17 14:40:00,AI Lab,5.64,47.02,8.34,Normal
2026-07-01 23:50:00,Mechanical Lab,6.81,50.78,7.46,Normal
2026-08-13 17:50:00,HOD Department,3.34,32.01,9.59,Normal
2026-08-24 22:40:00,IT Department,2.12,2.82,1.33,Normal
2026-08-06 14:30:00,Biotech Department,5.8,54.31,9.36,Normal
2026-07-16 00:20:00,BT Department,4.6,26.8,5.83,Normal
2026-07-19 07:00:00,Chemistry Lab,2.55,24.47,9.6,Normal
2026-08-06 10:20:00,Electronics Department,8.21,114.54,13.96,Suspicious
2026-07-25 05:10:00,Chemistry Lab,11.76,138.39,11.77,Suspicious
2026-07-26 00:20:00,AI Lab,6.59,20.94,3.18,Normal
2026-07-04 11:30:00,Electronics Department,3.92,33.73,8.61,Normal
2026-08-16 01:20:00,Biotech Department,6.37,33.71,5.3,Normal
2026-07-20 20:40:00,Mechanical Lab,4.76,34.03,7.15,Normal
2026-07-21 00:40:00,HOD Department,4.82,32.44,6.72,Normal
2026-07-03 01:50:00,CSE Department,3.95,19.59,4.96,Normal
2026-08-16 09:50:00,HOD Department,4.16,18.34,4.41,Normal
2026-07-08 10:20:00,Biotech Department,5.38,36.34,6.75,Normal
2026-08-23 10:30:00,CSE Department,5.4,6.89,1.28,Normal
2026-07-08 08:20:00,Electronics Department,4.5,20.62,4.59,Normal
2026-08-02 14:50:00,Electronics Department,5.76,15.3,2.66,Normal
2026-08-12 00:10:00,BT Department,5.69,17.97,3.16,Normal
2026-07-12 22:40:00,Physics Lab,4.25,27.28,6.42,Normal
2026-07-05 16:10:00,BT Department,5.99,20.79,3.47,Normal
2026-08-24 10:50:00,IT Department,4.23,10.69,2.52,Normal
2026-07-15 23:40:00,Mechanical Lab,8.36,78.51,9.4,Normal
2026-07-11 12:10:00,IT Department,4.72,16.14,3.42,Normal
2026-08-22 14:50:00,Biotech Department,11.1,122.08,11.0,Suspicious
2026-08-03 05:00:00,CSE Department,2.03,3.14,1.55,Normal
2026-07-30 23:00:00,AI Lab,4.09,27.4,6.71,Normal
2026-07-22 19:10:00,CSE Department,6.17,41.52,6.73,Normal
2026-08-18 18:00:00,Chemistry Lab,6.4,50.87,7.95,Normal
2026-07-14 10:40:00,Electronics Department,7.2,13.83,1.92,Normal
2026-07-12 12:00:00,AI Lab,5.53,19.63,3.55,Normal
2026-07-13 10:40:00,AI Lab,4.78,13.24,2.77,Normal
2026-07-02 10:10:00,BT Department,4.2,24.42,5.81,Normal
2026-07-18 06:30:00,Biotech Department,5.89,44.39,7.53,Normal
2026-07-16 14:30:00,CSE Department,3.9,27.0,6.93,Normal
2026-07-22 19:40:00,Biotech Department,4.61,29.66,6.43,Normal
2026-08-13 11:30:00,BT Department,3.82,14.86,3.89,Normal
2026-07-04 19:50:00,Physics Lab,5.25,35.23,6.71,Normal
2026-08-13 07:00:00,AI Lab,3.84,20.89,5.43,Normal
2026-07-03 12:30:00,Electronics Department,15.22,749.56,49.26,Critical
2026-07-06 06:20:00,Electronics Department,4.85,9.86,2.03,Normal
2026-07-28 21:20:00,CSE Department,1.64,5.87,3.58,Normal
2026-07-30 07:40:00,Biotech Department,21.86,1399.83,64.02,Critical
2026-07-27 03:30:00,Electronics Department,4.54,10.76,2.37,Normal
2026-08-19 12:20:00,Biotech Department,6.09,38.4,6.3,Normal
2026-07-07 06:40:00,Mechanical Lab,5.45,34.0,6.24,Normal
2026-07-24 09:40:00,HOD Department,3.6,29.27,8.13,Normal
2026-08-05 01:40:00,Physics Lab,5.1,6.93,1.36,Normal
2026-07-19 18:40:00,New Seminar Hall,3.33,13.3,3.99,Normal
2026-07-03 13:10:00,AI Lab,4.62,27.57,5.97,Normal
2026-07-04 07:30:00,AI Lab,5.39,7.47,1.39,Normal
2026-07-08 09:40:00,Biotech Department,4.4,36.26,8.24,Normal
2026-07-11 05:40:00,BT Department,5.06,19.2,3.8,Normal
2026-08-25 11:40:00,BT Department,4.05,21.3,5.26,Normal
2026-07-27 01:10:00,BT Department,4.35,35.38,8.12,Normal
2026-08-15 18:30:00,Biotech Department,5.61,45.84,8.18,Normal
2026-07-15 23:10:00,AI Lab,6.05,16.36,2.71,Normal
2026-08-19 22:50:00,Electronics Department,4.12,4.6,1.12,Normal
2026-08-16 04:50:00,AI Lab,5.03,18.84,3.75,Normal
2026-08-22 15:00:00,Mechanical Lab,16.2,244.47,15.09,Suspicious
2026-08-25 17:40:00,Biotech Department,6.84,32.24,4.71,Normal
2026-08-25 12:00:00,AI Lab,13.35,172.78,12.94,Suspicious
2026-07-09 14:50:00,Chemistry Lab,4.98,7.93,1.59,Normal
2026-08-14 11:30:00,Electronics Department,4.84,19.89,4.11,Normal
2026-07-29 21:30:00,Electronics Department,15.51,1358.47,87.61,Critical
2026-08-10 04:40:00,Biotech Department,1.91,14.47,7.59,Normal
2026-07-14 02:40:00,HOD Department,3.38,17.02,5.04,Normal
2026-07-18 22:20:00,AI Lab,3.8,21.11,5.56,Normal
2026-07-14 06:20:00,AIML Department,3.27,3.46,1.06,Normal
2026-08-10 20:40:00,New Seminar Hall,8.2,15.69,1.91,Normal
2026-08-24 07:30:00,Mechanical Lab,5.4,46.84,8.67,Normal
2026-08-16 20:30:00,HOD Department,3.98,29.35,7.37,Normal
2026-07-22 11:30:00,HOD Department,4.49,28.82,6.42,Normal
2026-07-19 14:00:00,AIML Department,4.3,7.05,1.64,Normal
2026-07-30 16:40:00,BT Department,3.98,35.89,9.03,Normal
2026-08-12 10:00:00,AIML Department,2.69,6.07,2.25,Normal
2026-07-30 16:50:00,AI Lab,14.81,429.1,28.97,Suspicious
2026-07-10 05:30:00,HOD Department,4.83,42.24,8.74,Normal
2026-08-24 02:00:00,BT Department,5.04,36.89,7.31,Normal
2026-08-20 22:40:00,New Seminar Hall,14.05,379.62,27.03,Suspicious
2026-08-08 13:00:00,Physics Lab,24.36,808.03,33.16,Critical
2026-07-30 15:20:00,IT Department,3.42,27.65,8.08,Normal
2026-08-01 21:30:00,IT Department,3.9,11.84,3.03,Normal
2026-08-23 19:00:00,IT Department,5.53,16.94,3.07,Normal
2026-07-06 11:50:00,Mechanical Lab,4.75,27.56,5.8,Normal
2026-08-08 17:20:00,HOD Department,5.99,19.25,3.21,Normal
2026-07-16 20:10:00,New Seminar Hall,5.08,7.86,1.55,Normal
2026-08-01 14:40:00,AIML Department,2.65,18.33,6.9,Normal
2026-08-13 17:00:00,Mechanical Lab,15.65,445.72,28.48,Suspicious
2026-08-12 16:00:00,IT Department,5.1,25.65,5.03,Normal
2026-08-24 07:00:00,Biotech Department,5.17,49.02,9.48,Normal
2026-08-06 23:30:00,Chemistry Lab,4.81,40.03,8.33,Normal
2026-07-26 10:30:00,AIML Department,4.85,16.39,3.38,Normal
2026-08-03 14:10:00,HOD Department,2.93,5.86,2.0,Normal
2026-08-22 09:20:00,Chemistry Lab,5.78,46.36,8.02,Normal
2026-07-20 01:30:00,CSE Department,5.06,48.93,9.67,Normal
2026-07-13 03:30:00,Physics Lab,5.06,7.09,1.4,Normal
2026-07-08 06:00:00,BT Department,4.38,34.87,7.97,Normal
2026-07-29 09:00:00,Mechanical Lab,4.13,34.02,8.23,Normal
2026-08-02 16:10:00,Chemistry Lab,4.39,9.85,2.24,Normal
2026-08-25 05:40:00,AIML Department,3.3,22.27,6.75,Normal
2026-08-03 02:10:00,Physics Lab,8.55,19.14,2.24,Normal
2026-08-03 01:50:00,AI Lab,4.63,36.56,7.9,Normal
2026-07-25 12:20:00,Chemistry Lab,5.98,47.72,7.98,Normal
2026-08-14 13:30:00,New Seminar Hall,7.08,42.25,5.97,Normal
2026-08-11 06:10:00,New Seminar Hall,4.91,46.51,9.47,Normal
2026-08-06 01:40:00,Chemistry Lab,5.33,16.05,3.01,Normal
2026-07-08 20:40:00,IT Department,4.05,10.61,2.62,Normal
2026-07-17 01:40:00,AI Lab,5.71,53.58,9.38,Normal
2026-07-14 16:20:00,Biotech Department,12.69,347.17,27.36,Suspicious
2026-08-20 11:50:00,AI Lab,18.21,679.28,37.31,Critical
2026-07-08 14:20:00,Chemistry Lab,2.82,17.97,6.38,Normal
2026-07-10 16:20:00,Biotech Department,5.66,55.71,9.85,Normal
2026-08-11 11:00:00,Physics Lab,6.26,50.54,8.07,Normal
2026-07-09 12:00:00,Chemistry Lab,4.19,8.4,2.01,Normal
2026-08-13 23:00:00,Biotech Department,2.5,18.81,7.53,Normal
2026-08-19 04:40:00,Chemistry Lab,3.22,8.23,2.56,Normal
2026-08-12 13:50:00,CSE Department,5.25,13.55,2.58,Normal
