timestamp,zone,flow_rate_lpm,consumption_liters,duration_min,scenario,hour,day_of_week,is_weekend,calculated_consumption,consumption_difference,zone_id
2026-07-20 04:40:00,HOD Department,3.6,8.88,2.47,Normal,4,0,0,8.892000000000001,0.012000000000000455,7
2026-08-07 13:50:00,CSE Department,2.94,25.52,8.67,Normal,13,4,0,25.4898,0.03020000000000067,4
2026-07-21 16:10:00,BT Department,2.76,22.61,8.18,Normal,16,1,0,22.5768,0.033200000000000784,2
2026-07-24 16:20:00,CSE Department,4.03,36.79,9.13,Normal,16,4,0,36.79390000000001,0.0039000000000086743,4
2026-08-06 04:50:00,Electronics Department,3.99,16.29,4.08,Normal,4,3,0,16.2792,0.010799999999999699,6
2026-07-08 19:10:00,Mechanical Lab,6.65,20.56,3.09,Normal,19,2,0,20.5485,0.011499999999998067,9
2026-08-14 18:20:00,Physics Lab,5.95,33.56,5.64,Normal,18,4,0,33.558,0.0020000000000024443,11
2026-08-04 22:10:00,AI Lab,11.59,133.44,11.51,Suspicious,22,1,0,133.4009,0.03909999999999059,0
2026-08-13 14:00:00,HOD Department,4.29,7.5,1.75,Normal,14,3,0,7.5075,0.007500000000000284,7
2026-07-21 14:50:00,IT Department,5.55,5.61,1.01,Normal,14,1,0,5.6055,0.0045000000000001705,8
2026-07-29 05:50:00,Biotech Department,5.82,51.81,8.91,Normal,5,2,0,51.8562,0.04619999999999891,3
2026-07-31 09:50:00,Chemistry Lab,16.01,252.89,15.8,Suspicious,9,4,0,252.95800000000003,0.06800000000004047,5
2026-08-18 22:30:00,Electronics Department,5.16,35.6,6.9,Normal,22,1,0,35.604000000000006,0.0040000000000048885,6
2026-07-10 12:20:00,CSE Department,4.1,34.59,8.43,Normal,12,4,0,34.562999999999995,0.02700000000000813,4
2026-08-24 00:30:00,BT Department,4.46,5.75,1.29,Normal,0,0,0,5.7534,0.0034000000000000696,2
2026-07-16 23:20:00,IT Department,3.27,14.91,4.55,Normal,23,3,0,14.878499999999999,0.031500000000001194,8
2026-08-16 13:00:00,IT Department,3.37,27.98,8.3,Normal,13,6,1,27.971000000000004,0.008999999999996788,8
2026-08-20 15:20:00,Electronics Department,3.28,19.17,5.84,Normal,15,3,0,19.155199999999997,0.014800000000004587,6
2026-07-07 08:20:00,Physics Lab,12.51,363.94,29.08,Suspicious,8,1,0,363.7908,0.14920000000000755,11
2026-08-09 03:50:00,IT Department,4.98,15.67,3.15,Normal,3,6,1,15.687000000000001,0.017000000000001236,8
2026-07-18 10:50:00,HOD Department,2.65,4.82,1.82,Normal,10,5,1,4.823,0.0030000000000001137,7
2026-07-04 13:30:00,Mechanical Lab,5.41,10.05,1.86,Normal,13,5,1,10.062600000000002,0.012600000000000833,9
2026-07-21 08:20:00,Electronics Department,9.38,201.68,21.51,Suspicious,8,1,0,201.76380000000003,0.08380000000002497,6
2026-08-04 18:50:00,AI Lab,11.58,297.85,25.72,Suspicious,18,1,0,297.8376,0.012400000000013733,0
2026-08-19 05:40:00,HOD Department,3.23,24.53,7.6,Normal,5,2,0,24.548,0.01799999999999713,7
2026-08-13 16:00:00,Chemistry Lab,5.77,25.86,4.49,Normal,16,3,0,25.9073,0.0472999999999999,5
2026-08-08 03:50:00,BT Department,3.52,23.88,6.78,Normal,3,5,1,23.8656,0.014399999999998414,2
2026-07-11 18:20:00,IT Department,3.7,29.18,7.88,Normal,18,5,1,29.156000000000002,0.023999999999997357,8
2026-07-28 12:30:00,Electronics Department,5.18,22.36,4.32,Normal,12,1,0,22.3776,0.017600000000001614,6
2026-07-23 23:40:00,AIML Department,5.83,41.75,7.16,Normal,23,3,0,41.7428,0.007199999999997431,1
2026-07-03 03:50:00,IT Department,10.2,256.83,25.17,Suspicious,3,4,0,256.734,0.09600000000000364,8
2026-07-27 18:20:00,Biotech Department,5.54,5.83,1.05,Normal,18,0,0,5.817,0.0129999999999999,3
2026-07-29 16:40:00,Electronics Department,12.08,284.36,23.55,Suspicious,16,2,0,284.48400000000004,0.12400000000002365,6
2026-08-24 18:30:00,Chemistry Lab,5.38,11.75,2.18,Normal,18,0,0,11.7284,0.021599999999999397,5
2026-07-13 21:50:00,Electronics Department,3.4,10.07,2.96,Normal,21,0,0,10.064,0.006000000000000227,6
2026-07-09 06:40:00,Chemistry Lab,5.36,13.23,2.47,Normal,6,3,0,13.239200000000002,0.009200000000001651,5
2026-08-10 19:10:00,IT Department,5.59,36.44,6.51,Normal,19,0,0,36.390899999999995,0.04910000000000281,8
2026-07-16 06:10:00,HOD Department,4.49,44.12,9.83,Normal,6,3,0,44.136700000000005,0.016700000000007265,7
2026-07-28 14:50:00,CSE Department,4.11,6.42,1.56,Normal,14,1,0,6.411600000000001,0.008399999999999075,4
2026-08-14 05:10:00,Biotech Department,5.17,19.18,3.71,Normal,5,4,0,19.180699999999998,0.0006999999999983686,3
2026-07-24 04:20:00,CSE Department,3.87,21.41,5.53,Normal,4,4,0,21.401100000000003,0.008899999999997021,4
2026-07-06 01:40:00,AIML Department,8.23,180.12,21.87,Suspicious,1,0,0,179.9901,0.12989999999999213,1
2026-07-21 01:20:00,CSE Department,2.63,25.81,9.83,Normal,1,1,0,25.852899999999998,0.042899999999999494,4
2026-07-08 07:00:00,HOD Department,2.72,7.23,2.66,Normal,7,2,0,7.235200000000001,0.0052000000000003155,7
2026-08-17 05:50:00,AI Lab,6.5,53.42,8.21,Normal,5,0,0,53.36500000000001,0.05499999999999261,0
2026-08-05 22:50:00,New Seminar Hall,7.55,73.15,9.69,Normal,22,2,0,73.1595,0.009499999999988518,10
2026-07-31 03:00:00,Physics Lab,6.34,34.05,5.37,Normal,3,4,0,34.0458,0.004199999999997317,11
2026-07-16 10:10:00,CSE Department,3.23,27.47,8.51,Normal,10,3,0,27.487299999999998,0.01729999999999876,4
2026-07-04 16:30:00,HOD Department,3.76,18.75,4.99,Normal,16,5,1,18.7624,0.012399999999999523,7
2026-07-27 19:30:00,BT Department,4.98,18.89,3.79,Normal,19,0,0,18.874200000000002,0.015799999999998704,2
2026-07-31 23:40:00,Electronics Department,5.18,23.54,4.54,Normal,23,4,0,23.5172,0.022800000000000153,6
2026-07-04 22:20:00,Physics Lab,4.0,12.81,3.2,Normal,22,5,1,12.8,0.009999999999999787,11
2026-08-18 20:40:00,BT Department,9.95,136.33,13.71,Suspicious,20,1,0,136.4145,0.08449999999999136,2
2026-07-10 16:10:00,BT Department,3.87,13.9,3.59,Normal,16,4,0,13.8933,0.006700000000000372,2
2026-07-06 04:00:00,AI Lab,4.42,4.99,1.13,Normal,4,0,0,4.994599999999999,0.004599999999999049,0
2026-07-08 08:10:00,BT Department,2.66,24.44,9.2,Normal,8,2,0,24.471999999999998,0.031999999999996476,2
2026-08-14 04:50:00,Chemistry Lab,4.83,5.59,1.16,Normal,4,4,0,5.602799999999999,0.012799999999999478,5
2026-08-16 03:10:00,HOD Department,3.7,18.45,4.99,Normal,3,6,1,18.463,0.013000000000001677,7
2026-07-20 13:40:00,CSE Department,3.51,28.84,8.21,Normal,13,0,0,28.8171,0.02289999999999992,4
2026-07-08 19:00:00,BT Department,4.72,34.74,7.36,Normal,19,2,0,34.7392,0.000800000000005241,2
2026-07-10 15:10:00,IT Department,4.58,32.74,7.14,Normal,15,4,0,32.7012,0.038800000000001944,8
2026-07-22 01:40:00,Biotech Department,5.96,38.37,6.44,Normal,1,2,0,38.382400000000004,0.012400000000006628,3
2026-08-23 20:50:00,Mechanical Lab,4.48,31.85,7.11,Normal,20,6,1,31.852800000000006,0.0028000000000041325,9
2026-08-17 04:30:00,New Seminar Hall,7.17,22.52,3.14,Normal,4,0,0,22.5138,0.006199999999999761,10
2026-08-01 00:50:00,Biotech Department,4.86,35.9,7.39,Normal,0,5,1,35.9154,0.015399999999999636,3
2026-07-24 21:20:00,BT Department,5.3,21.3,4.02,Normal,21,4,0,21.305999999999997,0.005999999999996675,2
2026-07-11 15:10:00,Chemistry Lab,6.26,20.63,3.29,Normal,15,5,1,20.595399999999998,0.034600000000001074,5
2026-08-04 02:10:00,IT Department,4.51,33.98,7.53,Normal,2,1,0,33.9603,0.019700000000000273,8
2026-07-14 18:20:00,CSE Department,5.14,16.11,3.13,Normal,18,1,0,16.088199999999997,0.021800000000002484,4
2026-07-08 12:20:00,Biotech Department,3.32,29.04,8.75,Normal,12,2,0,29.049999999999997,0.00999999999999801,3
2026-08-08 10:00:00,New Seminar Hall,11.83,325.39,27.51,Suspicious,10,5,1,325.4433,0.05330000000003565,10
2026-07-18 13:00:00,CSE Department,4.01,20.46,5.11,Normal,13,5,1,20.4911,0.031099999999998573,4
2026-07-03 18:10:00,Chemistry Lab,6.6,17.65,2.67,Normal,18,4,0,17.622,0.027999999999998693,5
2026-07-31 20:10:00,New Seminar Hall,7.8,22.61,2.9,Normal,20,4,0,22.619999999999997,0.00999999999999801,10
2026-07-31 13:20:00,IT Department,8.21,114.95,13.99,Suspicious,13,4,0,114.85790000000001,0.09209999999998786,8
2026-08-22 19:30:00,Physics Lab,5.25,16.24,3.09,Normal,19,5,1,16.2225,0.017499999999998295,11
2026-07-08 16:50:00,AIML Department,4.87,17.61,3.62,Normal,16,2,0,17.6294,0.019400000000000972,1
2026-07-07 10:30:00,IT Department,3.13,30.3,9.67,Normal,10,1,0,30.2671,0.032900000000001484,8
2026-08-09 05:40:00,HOD Department,3.16,25.61,8.11,Normal,5,6,1,25.6276,0.017600000000001614,7
2026-07-18 23:40:00,Electronics Department,4.94,39.01,7.9,Normal,23,5,1,39.026,0.016000000000005343,6
2026-08-14 22:30:00,Biotech Department,3.72,18.26,4.91,Normal,22,4,0,18.2652,0.005199999999998539,3
2026-08-17 04:00:00,Physics Lab,16.2,419.05,25.86,Suspicious,4,0,0,418.93199999999996,0.11800000000005184,11
2026-07-14 04:20:00,IT Department,19.92,1471.04,73.84,Critical,4,1,0,1470.8928000000003,0.14719999999965694,8
2026-08-07 20:20:00,New Seminar Hall,6.76,30.0,4.44,Normal,20,4,0,30.014400000000002,0.014400000000001967,10
2026-07-12 23:30:00,AIML Department,5.77,51.49,8.92,Normal,23,6,1,51.468399999999995,0.021600000000006503,1
2026-07-14 01:50:00,Chemistry Lab,6.97,9.4,1.35,Normal,1,1,0,9.4095,0.009499999999999176,5
2026-08-19 17:10:00,Physics Lab,3.36,16.06,4.79,Normal,17,2,0,16.0944,0.03440000000000154,11
2026-08-04 17:20:00,Chemistry Lab,4.57,33.14,7.26,Normal,17,1,0,33.178200000000004,0.03820000000000334,5
2026-08-03 00:00:00,Chemistry Lab,27.05,2368.67,87.57,Critical,0,0,0,2368.7684999999997,0.09849999999960346,5
2026-08-06 10:30:00,Biotech Department,1.74,9.83,5.65,Normal,10,3,0,9.831000000000001,0.0010000000000012221,3
2026-07-04 12:10:00,Electronics Department,5.3,26.45,4.99,Normal,12,5,1,26.447,0.0030000000000001137,6
2026-08-02 14:30:00,Mechanical Lab,4.6,30.7,6.67,Normal,14,6,1,30.682,0.018000000000000682,9
2026-08-15 12:30:00,AIML Department,3.42,31.5,9.22,Normal,12,5,1,31.532400000000003,0.03240000000000265,1
2026-07-23 10:20:00,AIML Department,10.89,214.77,19.72,Suspicious,10,3,0,214.7508,0.019200000000012096,1
2026-08-07 09:30:00,CSE Department,5.3,19.23,3.63,Normal,9,4,0,19.238999999999997,0.008999999999996788,4
2026-07-14 20:10:00,Physics Lab,5.08,31.36,6.18,Normal,20,1,0,31.394399999999997,0.03439999999999799,11
2026-08-12 20:40:00,HOD Department,3.28,31.21,9.5,Normal,20,2,0,31.159999999999997,0.05000000000000426,7
2026-07-23 23:50:00,AI Lab,8.2,11.48,1.4,Normal,23,3,0,11.479999999999999,1.7763568394002505e-15,0
2026-08-15 15:00:00,AIML Department,19.73,816.65,41.38,Critical,15,5,1,816.4274,0.22259999999994307,1
2026-08-15 14:50:00,CSE Department,3.04,30.14,9.91,Normal,14,5,1,30.1264,0.013600000000000279,4
2026-08-16 21:00:00,New Seminar Hall,26.95,970.53,36.01,Critical,21,6,1,970.4694999999999,0.060500000000047294,10
2026-07-22 02:00:00,Electronics Department,5.23,47.67,9.11,Normal,2,2,0,47.6453,0.02470000000000283,6
2026-08-19 02:00:00,HOD Department,7.83,206.88,26.43,Suspicious,2,2,0,206.9469,0.06690000000000396,7
2026-07-12 02:20:00,BT Department,2.32,18.08,7.79,Normal,2,6,1,18.072799999999997,0.007200000000000983,2
2026-07-16 08:40:00,New Seminar Hall,8.37,8.44,1.01,Normal,8,3,0,8.4537,0.013700000000000045,10
2026-07-05 09:40:00,AIML Department,9.0,248.86,27.64,Suspicious,9,6,1,248.76,0.10000000000002274,1
2026-07-18 00:50:00,Biotech Department,7.39,9.12,1.23,Normal,0,5,1,9.089699999999999,0.030300000000000438,3
2026-08-17 13:20:00,CSE Department,4.51,6.49,1.44,Normal,13,0,0,6.4944,0.004399999999999515,4
2026-07-25 03:20:00,Mechanical Lab,7.83,66.75,8.52,Normal,3,5,1,66.7116,0.03839999999999577,9
2026-07-19 10:50:00,Electronics Department,3.65,30.74,8.41,Normal,10,6,1,30.6965,0.043499999999998096,6
2026-07-26 17:20:00,Physics Lab,5.48,7.7,1.41,Normal,17,6,1,7.7268,0.026799999999999713,11
2026-07-23 15:40:00,Mechanical Lab,7.75,10.49,1.35,Normal,15,3,0,10.4625,0.027499999999999858,9
2026-07-25 21:00:00,HOD Department,4.01,37.25,9.3,Normal,21,5,1,37.293,0.04299999999999926,7
2026-07-24 03:40:00,Biotech Department,5.72,53.73,9.4,Normal,3,4,0,53.768,0.03800000000000381,3
2026-07-15 18:40:00,AI Lab,4.5,33.23,7.39,Normal,18,2,0,33.254999999999995,0.02499999999999858,0
2026-08-18 15:10:00,Biotech Department,3.01,29.68,9.85,Normal,15,1,0,29.6485,0.031500000000001194,3
2026-08-15 09:10:00,Chemistry Lab,5.02,6.21,1.24,Normal,9,5,1,6.224799999999999,0.014799999999999258,5
2026-07-05 19:50:00,CSE Department,3.91,37.17,9.5,Normal,19,6,1,37.145,0.02499999999999858,4
2026-07-02 21:00:00,AIML Department,3.3,8.87,2.69,Normal,21,3,0,8.876999999999999,0.006999999999999673,1
2026-08-18 04:10:00,Biotech Department,6.29,21.39,3.4,Normal,4,1,0,21.386,0.004000000000001336,3
2026-08-23 15:40:00,IT Department,13.37,1202.22,89.89,Critical,15,6,1,1201.8292999999999,0.3907000000001517,8
2026-07-01 11:50:00,AIML Department,4.9,43.53,8.89,Normal,11,2,0,43.56100000000001,0.03100000000000591,1
2026-07-14 13:30:00,AIML Department,3.18,17.21,5.42,Normal,13,1,0,17.2356,0.025600000000000733,1
2026-07-29 15:40:00,Electronics Department,5.66,15.52,2.74,Normal,15,2,0,15.508400000000002,0.011599999999997834,6
2026-07-12 03:00:00,HOD Department,4.34,32.12,7.39,Normal,3,6,1,32.072599999999994,0.04740000000000322,7
2026-08-10 01:50:00,Chemistry Lab,4.35,28.4,6.53,Normal,1,0,0,28.4055,0.005500000000001393,5
2026-08-06 11:20:00,AI Lab,5.31,23.19,4.36,Normal,11,3,0,23.1516,0.038400000000002876,0
2026-08-23 19:20:00,Physics Lab,6.42,20.93,3.26,Normal,19,6,1,20.929199999999998,0.0008000000000016882,11
2026-08-10 21:20:00,New Seminar Hall,3.68,32.96,8.95,Normal,21,0,0,32.936,0.02400000000000091,10
2026-08-04 16:10:00,New Seminar Hall,7.92,73.16,9.24,Normal,16,1,0,73.1808,0.020800000000008367,10
2026-07-11 02:30:00,AIML Department,9.04,200.74,22.2,Suspicious,2,5,1,200.688,0.05200000000002092,1
2026-07-01 18:50:00,HOD Department,1.99,19.88,10.0,Normal,18,2,0,19.9,0.019999999999999574,7
2026-08-14 08:40:00,Electronics Department,11.58,183.99,15.89,Suspicious,8,4,0,184.0062,0.016199999999997772,6
2026-07-08 14:00:00,Biotech Department,5.57,7.68,1.38,Normal,14,2,0,7.686599999999999,0.006599999999999717,3
2026-08-16 18:40:00,AIML Department,9.13,205.23,22.48,Suspicious,18,6,1,205.24240000000003,0.012400000000042155,1
2026-08-25 08:40:00,Physics Lab,13.65,282.19,20.67,Suspicious,8,1,0,282.1455,0.044499999999970896,11
2026-08-03 06:30:00,Physics Lab,4.17,18.26,4.38,Normal,6,0,0,18.264599999999998,0.004599999999996385,11
2026-07-15 10:30:00,CSE Department,6.11,36.46,5.96,Normal,10,2,0,36.415600000000005,0.044399999999996,4
2026-08-10 18:40:00,Physics Lab,4.73,21.63,4.57,Normal,18,0,0,21.616100000000003,0.013899999999996027,11
2026-08-06 18:00:00,Mechanical Lab,6.17,38.56,6.25,Normal,18,3,0,38.5625,0.0024999999999977263,9
2026-08-05 07:20:00,CSE Department,5.72,19.5,3.41,Normal,7,2,0,19.5052,0.005199999999998539,4
2026-07-05 04:20:00,AIML Department,2.98,14.59,4.9,Normal,4,6,1,14.602,0.012000000000000455,1
2026-08-21 02:30:00,Mechanical Lab,5.27,49.93,9.47,Normal,2,4,0,49.9069,0.023099999999999454,9
2026-07-31 20:20:00,BT Department,4.39,25.57,5.83,Normal,20,4,0,25.5937,0.023699999999998056,2
2026-08-07 19:00:00,Mechanical Lab,13.28,309.78,23.33,Suspicious,19,4,0,309.82239999999996,0.04239999999998645,9
2026-07-25 21:10:00,Electronics Department,5.96,14.67,2.46,Normal,21,5,1,14.6616,0.008399999999999963,6
2026-07-13 03:10:00,AIML Department,4.74,33.23,7.01,Normal,3,0,0,33.2274,0.0025999999999939405,1
2026-08-17 01:00:00,Chemistry Lab,4.62,44.89,9.72,Normal,1,0,0,44.906400000000005,0.01640000000000441,5
2026-07-08 15:50:00,BT Department,4.94,12.16,2.46,Normal,15,2,0,12.1524,0.007600000000000051,2
2026-07-11 02:20:00,Physics Lab,5.27,44.16,8.38,Normal,2,5,1,44.1626,0.002600000000001046,11
2026-07-27 11:50:00,Biotech Department,6.93,21.58,3.11,Normal,11,0,0,21.5523,0.027699999999999392,3
2026-07-05 12:10:00,Electronics Department,4.71,6.9,1.46,Normal,12,6,1,6.8766,0.02340000000000053,6
2026-07-10 22:30:00,Biotech Department,4.69,20.97,4.47,Normal,22,4,0,20.9643,0.005699999999997374,3
2026-07-24 11:20:00,AI Lab,12.78,129.03,10.09,Suspicious,11,4,0,128.9502,0.07980000000000587,0
2026-07-16 01:00:00,CSE Department,3.69,6.88,1.86,Normal,1,3,0,6.8634,0.016599999999999504,4
2026-07-31 07:50:00,AIML Department,2.92,28.16,9.65,Normal,7,4,0,28.178,0.018000000000000682,1
2026-07-14 14:40:00,AI Lab,5.08,11.97,2.36,Normal,14,1,0,11.9888,0.018799999999998818,0
2026-07-26 22:00:00,CSE Department,5.33,33.51,6.29,Normal,22,6,1,33.5257,0.01570000000000249,4
2026-08-22 23:40:00,BT Department,3.55,18.32,5.16,Normal,23,5,1,18.317999999999998,0.0020000000000024443,2
2026-08-03 18:10:00,Biotech Department,5.3,34.37,6.49,Normal,18,0,0,34.397,0.027000000000001023,3
2026-07-13 10:00:00,Chemistry Lab,6.17,44.99,7.29,Normal,10,0,0,44.9793,0.010699999999999932,5
2026-08-05 07:50:00,IT Department,5.7,44.63,7.83,Normal,7,2,0,44.631,0.0009999999999976694,8
2026-07-07 18:30:00,CSE Department,3.53,19.37,5.49,Normal,18,1,0,19.3797,0.00969999999999871,4
2026-08-06 00:20:00,Biotech Department,5.9,17.22,2.92,Normal,0,3,0,17.228,0.008000000000002672,3
2026-07-26 04:20:00,AI Lab,5.83,52.12,8.94,Normal,4,6,1,52.1202,0.00019999999999953388,0
2026-08-01 04:20:00,BT Department,4.25,11.43,2.69,Normal,4,5,1,11.4325,0.0024999999999995026,2
2026-08-22 05:20:00,IT Department,1.96,16.35,8.36,Normal,5,5,1,16.3856,0.035599999999998744,8
2026-08-19 20:00:00,Physics Lab,10.99,260.97,23.75,Suspicious,20,2,0,261.0125,0.042499999999961346,11
2026-07-02 23:50:00,Chemistry Lab,5.51,6.21,1.13,Normal,23,3,0,6.226299999999999,0.016299999999999315,5
2026-07-21 22:20:00,CSE Department,17.01,905.34,53.23,Critical,22,1,0,905.4423,0.10230000000001382,4
2026-07-25 22:20:00,New Seminar Hall,3.77,16.49,4.37,Normal,22,5,1,16.4749,0.015099999999996783,10
2026-08-13 10:20:00,New Seminar Hall,5.11,10.9,2.14,Normal,10,3,0,10.935400000000001,0.035400000000000986,10
2026-07-23 15:00:00,BT Department,4.31,34.65,8.03,Normal,15,3,0,34.6093,0.04070000000000107,2
2026-07-02 00:50:00,New Seminar Hall,7.79,35.63,4.57,Normal,0,3,0,35.600300000000004,0.029699999999998283,10
2026-07-03 13:00:00,IT Department,4.17,20.37,4.89,Normal,13,4,0,20.391299999999998,0.021299999999996544,8
2026-08-02 03:30:00,AI Lab,6.38,36.64,5.74,Normal,3,6,1,36.6212,0.018799999999998818,0
2026-07-23 11:10:00,AIML Department,2.73,18.84,6.91,Normal,11,3,0,18.8643,0.02430000000000021,1
2026-07-05 00:50:00,HOD Department,4.35,21.58,4.96,Normal,0,6,1,21.575999999999997,0.004000000000001336,7
2026-07-06 10:50:00,Electronics Department,4.02,36.17,9.0,Normal,10,0,0,36.17999999999999,0.009999999999990905,6
2026-07-09 23:20:00,New Seminar Hall,23.27,1099.8,47.27,Critical,23,3,0,1099.9729,0.17290000000002692,10
2026-07-09 06:20:00,CSE Department,3.39,4.84,1.43,Normal,6,3,0,4.8477,0.007699999999999818,4
2026-07-31 12:30:00,BT Department,4.65,14.08,3.03,Normal,12,4,0,14.089500000000001,0.009500000000000952,2
2026-08-20 22:30:00,Chemistry Lab,6.46,48.16,7.46,Normal,22,3,0,48.1916,0.03160000000000451,5
2026-08-15 15:40:00,Mechanical Lab,5.46,13.77,2.52,Normal,15,5,1,13.7592,0.010799999999999699,9
2026-07-10 13:20:00,Chemistry Lab,6.64,49.4,7.44,Normal,13,4,0,49.4016,0.0016000000000033765,5
2026-08-19 14:50:00,Chemistry Lab,3.9,8.12,2.08,Normal,14,2,0,8.112,0.007999999999999119,5
2026-08-16 06:10:00,AI Lab,5.96,13.19,2.21,Normal,6,6,1,13.1716,0.01839999999999975,0
2026-07-14 17:20:00,HOD Department,9.6,143.03,14.9,Suspicious,17,1,0,143.04,0.009999999999990905,7
2026-08-05 02:00:00,IT Department,6.21,27.22,4.38,Normal,2,2,0,27.1998,0.020199999999999108,8
2026-07-04 18:40:00,AI Lab,3.91,32.2,8.23,Normal,18,5,1,32.179300000000005,0.020699999999997942,0
2026-08-22 17:20:00,Physics Lab,4.89,37.94,7.76,Normal,17,5,1,37.9464,0.006399999999999295,11
2026-07-20 13:50:00,HOD Department,2.94,19.9,6.77,Normal,13,0,0,19.903799999999997,0.0037999999999982492,7
2026-07-04 14:40:00,New Seminar Hall,6.57,52.42,7.98,Normal,14,5,1,52.4286,0.008600000000001273,10
